iter	RMSE
482	0.2896265454
483	0.2894728777
484	0.2893966819
485	0.2893216204
486	0.2891025849
487	0.289059483
488	0.2888981056
489	0.2887282539
490	0.2885828668
491	0.2883755855
492	0.2882348139
493	0.2880828531
494	0.2879581018
495	0.2878118239
496	0.2876410636
497	0.2875671172
498	0.2874148876
499	0.2872735725
500	0.2871704307
501	0.2870976811
502	0.2869498833
503	0.2869072388
504	0.2867154656
505	0.2865952352
506	0.2864521731
507	0.2863802529
508	0.2861630018
509	0.2859136162
510	0.2858261368
511	0.2856994092
512	0.2855439187
513	0.2854442924
514	0.2852656846
515	0.2851947305
516	0.2851528404
517	0.2849851455
518	0.284852139
519	0.284709396
520	0.2845215645
521	0.2843853105
522	0.2842420724
523	0.2841723036
524	0.2840310721
525	0.283892894
526	0.2837980444
527	0.2837290678
528	0.283622115
529	0.2834741424
530	0.2834327959
531	0.2832696206
532	0.2831055715
533	0.282982013
534	0.2828481316
535	0.2827799921
536	0.2826916798
537	0.2825508144
538	0.2823108809
539	0.2821327673
540	0.2820134415
541	0.2818791997
542	0.2817696099
543	0.2817024782
544	0.281661709
545	0.2815318233
546	0.2813717712
547	0.28128608
548	0.2811493016
549	0.2810374864
550	0.2809034442
551	0.2807780122
552	0.2806589259
553	0.2805503338
554	0.2803061005
555	0.2802396241
556	0.28008454
557	0.2800192898
558	0.2799327152
559	0.2798925683
560	0.2797936282
561	0.2796700268
562	0.2795435294
563	0.2793132924
564	0.2791321129
565	0.2789618974
566	0.2788330781
567	0.2787405643
568	0.2786762832
569	0.2785476166
570	0.2784269311
571	0.2783635426
572	0.2782542072
573	0.2782145866
574	0.2780863295
575	0.2779649807
576	0.2778314326
577	0.2777074434
578	0.2775311424
579	0.2774052137
580	0.2772317898
581	0.2771501125
582	0.2770535722
583	0.2769274513
584	0.2768629082
585	0.2768240958
586	0.2767623868
587	0.2765989059
588	0.276479273
589	0.2763591022
590	0.2762501583
591	0.2761215925
592	0.2760084525
593	0.2759239451
594	0.2757983087
595	0.2756788084
596	0.2756008119
597	0.2755622856
598	0.2754326473
599	0.2752802768
600	0.2751096402
601	0.2749578934
602	0.2747876248
603	0.2746167551
604	0.274488498
605	0.2744206395
606	0.2743248685
607	0.2741666363
608	0.2740531927
609	0.2739336964
610	0.2738738869
611	0.2738138738
612	0.2736383357
613	0.2736004159
614	0.2734095273
615	0.2732875829
616	0.2731669613
617	0.2730926805
618	0.2729873793
619	0.2729501379
620	0.2728362896
621	0.2726903752
622	0.2726314037
623	0.272474427
624	0.2723820015
625	0.2722738445
626	0.2721541376
627	0.2720375669
628	0.2719251748
629	0.2717554156
630	0.2717194504
631	0.2716083807
632	0.2714918642
633	0.2713183395
634	0.2712600927
635	0.271223212
636	0.2711240989
637	0.2709874571
638	0.2709030636
639	0.2707815619
640	0.2707239863
641	0.2706526506
642	0.2705487576
643	0.2704051691
644	0.270196919
645	0.270067658
646	0.2699729457
647	0.2699368293
648	0.2698258313
649	0.2697690335
650	0.2696301716
651	0.2695944069
652	0.2695108159
653	0.2694403662
654	0.2693305912
655	0.2692339686
656	0.2691187683
657	0.269010954
658	0.2689006371
659	0.268844505
660	0.268755102
661	0.2686474518
662	0.2685434539
663	0.2684321176
664	0.2683217312
665	0.2682866163
666	0.2681825338
667	0.2680872574
668	0.267942659
669	0.267887165
670	0.2678086903
671	0.2677255848
672	0.2675490699
673	0.2675142237
674	0.267366122
675	0.2672425247
676	0.2671880582
677	0.2670600018
678	0.2669346514
679	0.2668673627
680	0.2667711846
681	0.2667370349
682	0.2666331784
683	0.2665431298
684	0.2664403803
685	0.2663391212
686	0.2662301197
687	0.2661315054
688	0.2660571616
689	0.2660233735
690	0.2658138516
691	0.2657287937
692	0.2656273937
693	0.2655734703
694	0.2655199384
695	0.265414424
696	0.2653615347
697	0.2653283429
698	0.2652620701
699	0.265149357
700	0.2650497899
701	0.2649147122
702	0.2648072941
703	0.2646810944
704	0.2646291396
705	0.264431153
706	0.2642698075
707	0.2641687104
708	0.2640679339
709	0.263997617
710	0.2639648218
711	0.2638596031
712	0.2638273225
713	0.2637402969
714	0.2635978148
715	0.2634504734
716	0.2633499625
717	0.2632849636
718	0.2631746408
719	0.2630282566
720	0.2629769027
721	0.2628809094
722	0.2627884741
723	0.2626920698
724	0.2626408583
725	0.2625647687
726	0.2625329219
727	0.2623617865
728	0.2622660735
729	0.2622006005
730	0.2621192929
731	0.2620686731
732	0.2619680042
733	0.2618846626
734	0.2618532099
735	0.2617744403
736	0.261676583
737	0.2615807305
738	0.2615313075
739	0.2614367902
740	0.2612733077
741	0.2611780368
742	0.261147183
743	0.2610759873
744	0.2609745979
745	0.2608840597
746	0.2608350604
747	0.2607203423
748	0.2605443291
749	0.2603750016
750	0.2602114985
751	0.2601300683
752	0.2600249644
753	0.2599642835
754	0.2598552341
755	0.2598245952
756	0.2597282784
757	0.2596030071
758	0.2595180725
759	0.2594287236
760	0.2593799265
761	0.2592230809
762	0.2591523325
763	0.2590615977
764	0.2589670487
765	0.2588693612
766	0.258772969
767	0.2586452768
768	0.2585505414
769	0.2584296746
770	0.2583410071
771	0.2582926355
772	0.2581969352
773	0.2581667023
774	0.2580566405
775	0.2579726199
776	0.2578976323
777	0.2578365988
778	0.2577888051
779	0.2577186215
780	0.2576307897
781	0.2576009338
782	0.2574634368
783	0.2573932589
784	0.2573461105
785	0.2572596309
786	0.2571763961
787	0.2571469574
788	0.2570430258
789	0.2569843792
790	0.256892079
791	0.2567950861
792	0.2567048144
793	0.2566581992
794	0.2565451448
795	0.2564707693
796	0.2563756541
797	0.2562940711
798	0.2562027395
799	0.2561565535
800	0.2560844781
801	0.256020673
802	0.2558783389
803	0.2558492186
804	0.255763826
805	0.2556555458
806	0.2555680126
807	0.2555129391
808	0.2554842819
809	0.2553773296
810	0.2553315541
811	0.2552479659
812	0.2551816137
813	0.2550580362
814	0.2549744747
815	0.2548994428
816	0.2548021107
817	0.2547350466
818	0.2546900109
819	0.2546616536
820	0.2545654119
821	0.2545230315
822	0.2544950709
823	0.2544068909
824	0.2543414527
825	0.2542319091
826	0.2541348572
827	0.2540453685
828	0.2538708445
829	0.2537833792
830	0.2536688591
831	0.2535896446
832	0.2535450303
833	0.2535008785
834	0.2534153409
835	0.2533230088
836	0.2532433843
837	0.2531447287
838	0.2531007323
839	0.2530288796
840	0.2529608668
841	0.2529067971
842	0.2528298758
843	0.2527613557
844	0.2527337739
845	0.2526488457
846	0.252566377
847	0.2525230107
848	0.2524614329
849	0.2523806132
850	0.2522819545
851	0.2522139657
852	0.252186584
853	0.2520774412
854	0.2520131058
855	0.2519313775
856	0.2519045959
857	0.2518246555
858	0.2517146632
859	0.2515796738
860	0.2515009331
861	0.2514580534
862	0.2513095347
863	0.2511880325
864	0.2511344053
865	0.2510716561
866	0.2509977565
867	0.2509160465
868	0.2508392502
869	0.250664516
870	0.2505743303
871	0.2504923932
872	0.2504498292
873	0.2504076194
874	0.2503462144
875	0.2502732301
876	0.2501964764
877	0.2501103896
878	0.2500371649
879	0.2500105878
880	0.2499180193
881	0.2498526391
882	0.249775541
883	0.2496044622
884	0.2495514949
885	0.2495251413
886	0.2494478175
887	0.2493710869
888	0.2493020281
889	0.2492368126
890	0.2491255868
891	0.249083801
892	0.2490577994
893	0.2489483207
894	0.2489071623
895	0.2488423774
896	0.2486962783
897	0.2486157055
898	0.2485086618
899	0.2484528151
900	0.2483870448
901	0.2483326267
902	0.248221956
903	0.2481429976
904	0.2480754118
905	0.2480038662
906	0.2479323114
907	0.2479065463
908	0.2478276747
909	0.2477868015
910	0.2476121806
911	0.2474628862
912	0.2472966211
913	0.2472161868
914	0.2471757476
915	0.2471032875
916	0.2470445528
917	0.2470191288
918	0.246913002
919	0.2468629296
920	0.2467639714
921	0.2466900949
922	0.2466649275
923	0.2466082304
924	0.2464946749
925	0.2464546619
926	0.2464297647
927	0.2463526739
928	0.2462888789
929	0.2462134276
930	0.2461511363
931	0.2460819065
932	0.2460307632
933	0.2459594509
934	0.24586357
935	0.2457797761
936	0.2457402199
937	0.2456446493
938	0.2455505757
939	0.2454891314
940	0.2454643852
941	0.2454003648
942	0.245290829
943	0.2452240654
944	0.2451614103
945	0.2450872102
946	0.2450124091
947	0.2449419005
948	0.2449025885
949	0.2448510206
950	0.2447900613
951	0.2447417872
952	0.2447171932
953	0.2446245303
954	0.2445855621
955	0.2444953654
956	0.2444710932
957	0.2444325121
958	0.2443815597
959	0.2443212901
960	0.2442833023
961	0.2442155256
962	0.2441422865
963	0.2440366036
964	0.2439713469
965	0.2438652001
966	0.2437863203
967	0.2437021491
968	0.2435854615
969	0.243561414
970	0.2434538295
971	0.2434257651
972	0.2434018666
973	0.2433747344
974	0.2432470191
975	0.243181712
976	0.2431134701
977	0.2429881441
978	0.2429315538
979	0.2428725857
980	0.2427983226
981	0.2427482889
982	0.242680202
983	0.2425895525
984	0.2425518936
985	0.242494676
986	0.2423793451
987	0.2423231283
988	0.2422628495
989	0.2421907662
990	0.2421671357
991	0.2420915422
992	0.2420206397
993	0.2419568343
994	0.2419194418
995	0.241874003
996	0.2418127252
997	0.2417892961
998	0.2417130766
999	0.24164673
